date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:44:20	181432/181432	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222c4b8-5a2d6c29786e4%22	http://kotes.xyz/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot?5.6.2	C:/Users/admin/Desktop/Web%20Scraping/lp/kotes.xyz/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons2cbf.eot	(from http://kotes.xyz/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.6.2)
15:44:25	181272/181272	---M--	200	added ('OK')	application/font-sfnt	etag:%222c418-5a2d6c2979684%22	http://kotes.xyz/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.ttf?5.6.2	C:/Users/admin/Desktop/Web%20Scraping/lp/kotes.xyz/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons2cbf.ttf	(from http://kotes.xyz/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.6.2)
15:44:30	708706/708706	---M--	200	added ('OK')	image/svg+xml	etag:%22ad062-5a2d6c297c564%22	http://kotes.xyz/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.svg	C:/Users/admin/Desktop/Web%20Scraping/lp/kotes.xyz/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.svg	(from http://kotes.xyz/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=2.9.7)
15:44:37	131930/131930	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222035a-5a2d6c297c564%22	http://kotes.xyz/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot?	C:/Users/admin/Desktop/Web%20Scraping/lp/kotes.xyz/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400d41d.eot	(from http://kotes.xyz/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=2.9.7)
15:44:38	34390/34390	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%228656-5a2d6c297c564%22	http://kotes.xyz/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot	C:/Users/admin/Desktop/Web%20Scraping/lp/kotes.xyz/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot	(from http://kotes.xyz/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=2.9.7)
15:44:38	89100/89100	---M--	200	added ('OK')	application/font-woff	etag:%2215c0c-5a2d6c297c564%22	http://kotes.xyz/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff	C:/Users/admin/Desktop/Web%20Scraping/lp/kotes.xyz/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff	(from http://kotes.xyz/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=2.9.7)
15:44:38	13576/13576	---M--	200	added ('OK')	text/html	etag:%223508-5a2d6c297c564%22	http://kotes.xyz/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff2	C:/Users/admin/Desktop/Web%20Scraping/lp/kotes.xyz/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.html	(from http://kotes.xyz/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=2.9.7)
15:44:42	16800/16800	---M--	200	added ('OK')	application/font-woff	etag:%2241a0-5a2d6c297b5c4%22	http://kotes.xyz/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff	C:/Users/admin/Desktop/Web%20Scraping/lp/kotes.xyz/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff	(from http://kotes.xyz/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=2.9.7)
15:44:42	144322/144322	---M--	200	added ('OK')	image/svg+xml	etag:%22233c2-5a2d6c297b5c4%22	http://kotes.xyz/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.svg	C:/Users/admin/Desktop/Web%20Scraping/lp/kotes.xyz/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.svg	(from http://kotes.xyz/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=2.9.7)
15:44:46	34390/34390	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%228656-5a2d6c297c564%22	http://kotes.xyz/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot?	C:/Users/admin/Desktop/Web%20Scraping/lp/kotes.xyz/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400d41d.eot	(from http://kotes.xyz/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=2.9.7)
15:44:47	76084/76084	---M--	200	added ('OK')	text/html	etag:%2212934-5a2d6c297c564%22	http://kotes.xyz/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff2	C:/Users/admin/Desktop/Web%20Scraping/lp/kotes.xyz/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.html	(from http://kotes.xyz/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=2.9.7)
15:44:48	34092/34092	---M--	200	added ('OK')	application/font-sfnt	etag:%22852c-5a2d6c297b5c4%22	http://kotes.xyz/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.ttf	C:/Users/admin/Desktop/Web%20Scraping/lp/kotes.xyz/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.ttf	(from http://kotes.xyz/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=2.9.7)
15:44:48	131624/131624	---M--	200	added ('OK')	application/font-sfnt	etag:%2220228-5a2d6c297b5c4%22	http://kotes.xyz/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf	C:/Users/admin/Desktop/Web%20Scraping/lp/kotes.xyz/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf	(from http://kotes.xyz/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=2.9.7)
15:45:04	98996/98996	---M--	200	added ('OK')	application/font-woff	etag:%22182b4-5a2d6c297b5c4%22	http://kotes.xyz/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff	C:/Users/admin/Desktop/Web%20Scraping/lp/kotes.xyz/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff	(from http://kotes.xyz/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=2.9.7)
15:45:11	849145/849145	---M--	200	added ('OK')	image/svg+xml	etag:%22cf4f9-5a2d6c297c564%22	http://kotes.xyz/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.svg	C:/Users/admin/Desktop/Web%20Scraping/lp/kotes.xyz/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.svg	(from http://kotes.xyz/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=2.9.7)
15:45:17	194066/194066	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222f612-5a2d6c297b5c4%22	http://kotes.xyz/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot	C:/Users/admin/Desktop/Web%20Scraping/lp/kotes.xyz/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot	(from http://kotes.xyz/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=2.9.7)
15:45:17	4529/4529	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Apr%202014%2016:02:56%20GMT	https://c0.wp.com/p/jetpack/8.2.3/modules/carousel/images/arrows.png	C:/Users/admin/Desktop/Web%20Scraping/lp/c0.wp.com/p/jetpack/8.2.3/modules/carousel/images/arrows.png	(from https://c0.wp.com/p/jetpack/8.2.3/css/jetpack.css)
15:45:19	194066/194066	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222f612-5a2d6c297b5c4%22	http://kotes.xyz/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot?	C:/Users/admin/Desktop/Web%20Scraping/lp/kotes.xyz/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900d41d.eot	(from http://kotes.xyz/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=2.9.7)
15:45:20	193780/193780	---M--	200	added ('OK')	application/font-sfnt	etag:%222f4f4-5a2d6c297b5c4%22	http://kotes.xyz/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.ttf	C:/Users/admin/Desktop/Web%20Scraping/lp/kotes.xyz/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.ttf	(from http://kotes.xyz/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=2.9.7)
15:45:20	10063/10063	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Apr%202014%2016:02:56%20GMT	https://c0.wp.com/p/jetpack/8.2.3/modules/carousel/images/arrows-2x.png	C:/Users/admin/Desktop/Web%20Scraping/lp/c0.wp.com/p/jetpack/8.2.3/modules/carousel/images/arrows-2x.png	(from https://c0.wp.com/p/jetpack/8.2.3/css/jetpack.css)
15:45:20	1318/1318	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Apr%202014%2016:02:56%20GMT	https://c0.wp.com/p/jetpack/8.2.3/modules/carousel/images/carousel-sprite.png?5	C:/Users/admin/Desktop/Web%20Scraping/lp/c0.wp.com/p/jetpack/8.2.3/modules/carousel/images/carousel-spritee4da.png	(from https://c0.wp.com/p/jetpack/8.2.3/css/jetpack.css)
15:45:20	2076/2076	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Apr%202014%2016:02:56%20GMT	https://c0.wp.com/p/jetpack/8.2.3/modules/carousel/images/carousel-sprite-2x.png?5	C:/Users/admin/Desktop/Web%20Scraping/lp/c0.wp.com/p/jetpack/8.2.3/modules/carousel/images/carousel-sprite-2xe4da.png	(from https://c0.wp.com/p/jetpack/8.2.3/css/jetpack.css)
15:45:20	1009/1009	---M--	200	added ('OK')	image/png	date:Fri,%2028%20Dec%202012%2009:28:10%20GMT	https://c0.wp.com/p/jetpack/8.2.3/modules/shortcodes/img/slideshow-controls.png	C:/Users/admin/Desktop/Web%20Scraping/lp/c0.wp.com/p/jetpack/8.2.3/modules/shortcodes/img/slideshow-controls.png	(from https://c0.wp.com/p/jetpack/8.2.3/css/jetpack.css)
15:45:21	1944/1944	---M--	200	added ('OK')	image/png	date:Fri,%2028%20Dec%202012%2009:28:10%20GMT	https://c0.wp.com/p/jetpack/8.2.3/modules/shortcodes/img/slideshow-controls-2x.png	C:/Users/admin/Desktop/Web%20Scraping/lp/c0.wp.com/p/jetpack/8.2.3/modules/shortcodes/img/slideshow-controls-2x.png	(from https://c0.wp.com/p/jetpack/8.2.3/css/jetpack.css)
15:45:21	5704/5704	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Apr%202014%2016:02:56%20GMT	https://c0.wp.com/p/jetpack/8.2.3/modules/shortcodes/images/slide-nav.png	C:/Users/admin/Desktop/Web%20Scraping/lp/c0.wp.com/p/jetpack/8.2.3/modules/shortcodes/images/slide-nav.png	(from https://c0.wp.com/p/jetpack/8.2.3/css/jetpack.css)
15:45:21	2039/2039	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Apr%202014%2016:02:56%20GMT	https://c0.wp.com/p/jetpack/8.2.3/modules/shortcodes/images/expand.png	C:/Users/admin/Desktop/Web%20Scraping/lp/c0.wp.com/p/jetpack/8.2.3/modules/shortcodes/images/expand.png	(from https://c0.wp.com/p/jetpack/8.2.3/css/jetpack.css)
15:45:21	2072/2072	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Apr%202014%2016:02:56%20GMT	https://c0.wp.com/p/jetpack/8.2.3/modules/shortcodes/images/collapse.png	C:/Users/admin/Desktop/Web%20Scraping/lp/c0.wp.com/p/jetpack/8.2.3/modules/shortcodes/images/collapse.png	(from https://c0.wp.com/p/jetpack/8.2.3/css/jetpack.css)
15:45:22	21370/21370	---M--	200	added ('OK')	image/png	etag:%22508ff2f2-537a%22	https://secure.gravatar.com/images/grav-share-sprite.png	C:/Users/admin/Desktop/Web%20Scraping/lp/secure.gravatar.com/images/grav-share-sprite.png	(from https://c0.wp.com/p/jetpack/8.2.3/css/jetpack.css)
